,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Median Grade,Semester (Ex: SP21)
815,BIOEE,4750,"Ornithology, Lectures",Irby Lovette,12:25PM,01:15PM,Ives Hall 105,"This course covers many aspects of avian biology, including ecology, behavior, evolution, anatomy, physiology, and conservation. This is an active learning-style offering in which students complete pre-class work through the Cornell Lab of Ornithology's Bird Academy online learning platform, and then engage in interactive activities and exercises during class periods. BIOEE 4750 may be taken alone, or students can choose to enroll simultaneously in the associated laboratory classes, BIOEE 4751.","Prerequisite: 1 year of college-level biology, environmental science, or the equivalent.",Spring.,BIOEE 4750,,
816,BIOEE,4790,Paleobiology,Warren Allmon,10:10AM,11:00AM,Snee Hall Geological Sci 2146,"Surveys the major groups of invertebrate organisms and their evolutionary histories, and the theoretical and practical principles of paleontology, from biostratigraphy to macroevolution. Intended to fill out the biological backgrounds of Earth and atmospheric science students concerning the nature and significance of the fossil record for their respective studies, and the paleontological backgrounds of biology students interested in ecology and evolution.","Prerequisite: BIOEE 1780 or BIOSM 1780 and EAS 3010, or permission of instructor.",Spring.,BIOEE 4790,,
817,BIOEE,4940,Special Topics in Ecology and Evolutionary Biology,Megan Greischar,09:40AM,10:55AM,Corson-Mudd A106,"The department offers ""trial"" courses or seminars under this number. Offerings vary by semester. The same course is not to be offered more than twice under this number. For 2021-2022 descriptions, please go to the department website.",,"Fall, Spring, Summer.",BIOEE 4940,,
818,BIOEE,6602,Graduate Field Course in Ecology,Jed Sparks,,,,"Designed to give graduate students experience in defining questions and designing field investigations. The course is based at the Archbold Biological Station in central Florida over spring break and during the following week. The class visits several ecosystems including sand pine scrub, cattle ranches, cypress swamps, and the Everglades.",,Spring.,BIOEE 6602,,
819,BIOEE,6680,Principles of Biogeochemistry,Meredith Holgerson,10:10AM,12:05PM,Academic Surge A 109,"Lectures cover the biotic controls on the chemistry of the environment and the chemical control of ecosystem function. Emphasis is on cycles of major elements and minor elements globally and in selected ecosystems, stressing the coupling of element cycles. A comparative approach is used to illustrate similarities and differences in element cycling among ecosystems. Analysis of both theoretical and applied issues, including global atmospheric changes and factors controlling the acidification of lakes and soils.","Prerequisite: solid background in ecology, environmental chemistry, or related environmental science.",Spring.,BIOEE 6680,,
820,BIOEE,6900,Seminar in Ecology and Evolution of Infectious Diseases,Megan Greischar,01:30PM,02:20PM,Comstock Hall-Academic II 2123,"Graduate-level discussion of the ecology, epidemiology, genetics, and evolution of infectious disease in animal and plant systems. Weekly discussion of research papers published in the primary scientific literature. Participation in discussion and presentation of at least one paper required for course credit.",,"Fall, Spring.",BIOEE 6900,,
821,BIOEE,7600,Special Topics in Evolution and Ecology,Jillian Ditner,,,,Independent or group-intensive study of special topics of current interest. Content varies each semester.,,"Fall, Spring.",BIOEE 7600,,
822,BIOEE,7640,Plant-Insect Interactions Seminar,Anurag Agrawal,09:05AM,09:55AM,To Be Assigned,"Group intensive study of current research in plant-insect interactions. Topics vary from semester to semester but include chemical defense, coevolution, insect community structure, population regulation, biocontrol, tritrophic interactions, and mutualism.",,"Fall, Spring.",BIOEE 7640,,
823,BIOG,1044,Academic Support for BIOG 1440: Physiology,Elizabeth Ogata,01:00PM,02:15PM,Stocking Hall 202,This course reviews material presented in BIOG 1440 and provides problem-solving strategies and additional practice with material. BIOG 1044 support is recommended for students who want to maximize their understanding of Comparative Physiology and enhance their learning skills. BIOG 1044 is not a substitute for BIOG 1440.,Corequisite: BIOG 1440.,"Fall, Spring.",BIOG 1044,,
824,BIOG,1200,Biology Scholars Program Freshman Seminar,Jeff McCaffrey,04:45PM,05:45PM,Stimson Hall G01,"This course is designed to help freshman biological sciences majors make the transition to Cornell's science courses, give exposure to career options in research and medicine, provide opportunities to meet and network with faculty, and to facilitate students' pursuit of research on campus.",,Spring.,BIOG 1200,,
825,BIOG,1250,Biology Seminar,Orchi Anannya,02:40PM,04:35PM,Riley-Robb Hall 225,"A first-year seminar that provides an opportunity for students to participate in a small group, interactive course with a biologist. Students will develop critical thinking skills by exploring topics in the biological sciences (review at least one scientific paper). Multiple topics and sections will be offered each semester.",,"Fall, Spring.",BIOG 1250,,
826,BIOG,1440,Introductory Biology: Comparative Physiology,Nicolas Buchon,02:40PM,03:30PM,Uris Hall G01,"An introductory physiology course intended for freshman and sophomore biological sciences majors and other students majoring in life sciences. The course integrates physiology from the cell to the organism with comparisons among animals, plants and microbes. Emphasis is on understanding of basic physiological concepts, stressing structure-function relationships and underlying physio-chemical mechanisms.",,"Fall, Spring, Summer.",BIOG 1440,B,FA21
827,BIOG,1445,"Introduction to Comparative Anatomy and Physiology, Individualized Instruction",Darlene Campbell,10:10AM,11:00AM,Stocking Hall 146,"The course focuses on the understanding of how different biological organisms (animals, plants, microbes) perform common physiological functions.",,"Fall, Spring.",BIOG 1445,B+,FA21
828,BIOG,1500,Investigative Biology Laboratory,Frank Castelli,09:05AM,09:55AM,Statler Hall 185-Aud,"Designed for biological sciences majors to provide lab experience with emphasis on processes of scientific investigations and to promote communication, literacy and collaboration in science. Students gain expertise in methods including instrumentation used by biologists to construct new knowledge. Lab topics include genetics, evolution, ecology, biochemistry, and molecular biology.",,"Fall, Spring, Summer.",BIOG 1500,A,FA21
829,BIOG,2401,Developing a Reflective Study Group Leader Practice II,Jeff McCaffrey,08:00AM,08:50AM,To Be Assigned,"This course is a continuation of the teachings in BioG 2400. Students will complete readings and view online media on teaching and learning, create and critique lesson plans, and participate in regular discussions with other new and returning SGLs. Each week SGLs will reflect on their group meetings through both writing and discussion, and review challenges and successes during trainings. Topics covered include cognitive taxonomy, facilitating discussion, recognizing and helping students in distress, active listening, being a resource for first-generation college students, metacognition, the nature of expertise, resilience, and supporting students from diverse backgrounds.",,Spring.,BIOG 2401,,
830,BIOG,3100,Preparing HHMI-CURT Scholars for Research,Avery August,07:30PM,08:20PM,Kennedy Hall 101,"This course is for students in the HHMI-Cornell Research Transfer (CURT) program, and will introduce HHMI-CURT Scholars to faculty research, include scholar presentations, and serve as a forum for HHMI-CURT Scholars to discuss potential difficulties or success in labs. ",,"Fall, Spring.",BIOG 3100,,
831,BIOMG,1035,Academic Support for BIOMG 1350: Cell and Developmental Biology,Elizabeth Ogata,09:40AM,10:55AM,Comstock Hall-Academic II B106,This course reviews material presented in BIOMG 1350 and provides problem-solving strategies and additional practice with material. BIOMG 1035 support is recommended for students who want to maximize their understanding of Cell and Developmental Biology and enhance their learning skills. BIOMG 1035 is not a substitute for BIOMG 1350.,Corequisite: BIOMG 1350.,"Fall, Spring.",BIOMG 1035,,
832,BIOMG,1290,Personal Genomics and Medicine: Why Should You Care About What's in Your Genes,Charles Aquadro,11:20AM,12:10PM,Malott Hall 228-Bache Aud,"Do you have allergies to milk or wheat? Curious about your family ancestry? Does a relative suffer from a genetic disease, and you wonder if you might also be at risk? How will medicine be impacted by DNA testing? How will your own future, your quality of life, your decisions regarding children be impacted? What are the ethical, legal, and social challenges we all face as this genetic technology becomes rapidly available to anyone with as little as $99 and a saliva sample? This course is not just for those interested in science, it is a topic we all need to have a basic understanding of to ensure we are prepared for what is rapidly becoming part of all of our futures.",,Spring.,BIOMG 1290,,
833,BIOMG,1320,Orientation Lectures in Molecular Biology and Genetics,Jim Blankenship,11:25AM,12:40PM,Online Meeting,Six professors discuss their research and promising new areas for research in the future.,,Spring.,BIOMG 1320,,
834,BIOMG,1350,Introductory Biology: Cell and Developmental Biology,Chris Fromme,09:05AM,09:55AM,Kennedy Hall 116-Call Aud,"The course introduces molecular mechanisms that underlie the organization, division, and growth of individual cells; how they organize during embryonic development to form functional tissues and organs in multicellular organisms; and how their misbehavior contributes to disease. Students seeking additional help with the material taught in BIOMG 1350 should consider the active learning supplemental class BIOMG 1035 (see course catalog for details). The learning outcomes below indicate the topics and skills that students should master upon completion of the course.",,"Fall, Spring, Summer.",BIOMG 1350,B,FA21
835,BIOMG,2800,Lectures in Genetics and Genomics,Kristina Blake-Hodek,11:20AM,01:15PM,Ives Hall 305,"General introduction to the fundamental principles of genetics in eukaryotes and bacteria. Topics include: gene transmission, linkage, recombination, structure, mutations, and manipulation, as well as analysis of genomes in individuals and populations.","Prerequisite: one college-level introductory biology course or equivalent, or permission of the instructor.","Fall, Spring, Summer.",BIOMG 2800,B+,FA20
836,BIOMG,2801,Laboratory in Genetics and Genomics,Kristina Blake-Hodek,11:20AM,12:10PM,Warren Hall B25,"General introduction to laboratory experimental genetics. Topics include gene transmission, linkage, recombination, gene structure, mutations, and manipulation. ","Prerequisite or corequisite: BIOMG 2800. Recommended prerequisite: BIOG 1500. If you have not taken BIOMG 1350 or biochemistry (BIOMG 3300, BIOMG 3320, BIOMG 3330, or BIOMG 3350) previously, it is recommended that you take BIOMG 2800 as a prerequisite for BIOMG 2801. ","Fall, Spring, Summer.",BIOMG 2801,B+,FA18
837,BIOMG,3300,"Principles of Biochemistry, Individualized Instruction",Jim Blankenship,,,Stimson Hall 107,"Thirteen units that cover protein structure and function, enzymes, basic metabolic pathways, DNA, RNA, protein synthesis, and an introduction to recombinant DNA techniques. No formal lectures, auto-tutorial format.","Prerequisite: one majors-level biology course and one year general chemistry and any of the following organic chemistry courses: CHEM 1570, or CHEM 3530, or CHEM 3570, or CHEM 3590, or equivalent, or permission of instructor. Recommended corequisite: BIOMG 3340.","Fall, Spring.",BIOMG 3300,B+,FA20
838,BIOMG,3320,Principles of Biochemistry: Molecular Biology,Andrew Grimson,12:25PM,01:15PM,Kennedy Hall 116-Call Aud,"Comprehensive course in molecular biology that covers the structure and properties of DNA, DNA replication and repair, synthesis and processing of RNA and proteins, the regulation of gene expression, and the principles and applications of recombinant DNA technologies, genomics, and proteomics.","Prerequisite: one majors-level biology course. Prerequisite or corequisite: one course in organic chemistry, or permission of instructor.",Spring.,BIOMG 3320,,
839,BIOMG,3340,Computer Graphics and Molecular Biology,Jim Blankenship,11:20AM,12:10PM,Warren Hall 113,Visualization of complex biomolecules using computer graphics techniques. Group presentations on current topics in molecular biology.,"Prerequisite: BIOMG 3330, BIOMG 3350, BIOMG 3310, BIOMG 3320 (BIOMG 3320 may be taken concurrently). Corequisite: BIOMG 3300.","Fall, Spring.",BIOMG 3340,A,SP21
840,BIOMG,3350,"Principles of Biochemistry: Proteins, Metabolism, and Molecular Biology",John Crickard,01:30PM,02:20PM,Morrison Hall 146,"Comprehensive introduction to biologically important molecules and polymers. Topics include: protein structure and function, enzyme catalysis, metabolic regulatory pathways, DNA and RNA structure, DNA replication and repair, modern DNA technologies, gene expression, and protein synthesis.","Prerequisite: one majors-level biology course and one year general chemistry, any of the following organic chemistry courses: CHEM 1570, or CHEM 3530, or CHEM 3570, or CHEM 3590, or equivalent, or permission of instructor.","Spring, Summer.",BIOMG 3350,A-,SP21
841,BIOMG,4320,Survey of Cell Biology,Chun Han,09:40AM,10:55AM,Caldwell Hall 100,"Survey of a wide array of topics focusing on the general properties of eukaryotic cells. Topics include methods used for studying cells, the structure and function of the major cellular organelles, and analyses of cellular processes such as mitosis, endocytosis, cell motility, secretion, cell-to-cell communication, gene expression, and oncogenesis. Some of the material is covered in greater depth in BIOMG 4370, BIOMG 4380, BIOMG 6360, and BIOMG 6390.","Prerequisite: one of the following: BIOMG 3300, BIOMG 3330, BIOMG 3350, BIOMG 3310 and previous or concurrent enrollment in BIOMG 3320, or equivalent. Recommended prerequisite: BIOMG 2800 and BIOMG 2801.",Spring.,BIOMG 4320,,
842,BIOMG,4390,Molecular Basis of Disease,Hojoong Kwak,02:45PM,04:00PM,Warren Hall B51,"This course will examine how changes in the normal expression, structure, and activity of gene products caused by genetic mutations and environmental agents lead to disease in humans and other animals. The material will focus on how proteins with modified structures and biochemical activities cause alterations in normal cellular processes, as well as the physiological consequences of these changes. Topics will be selected from hormone insensitivity syndromes, gene fusions resulting in hybrid proteins, gene amplification, gene inactivation, disruption of signaling pathways, genetic variation in non-coding transcriptional regulatory elements, and the molecular actions of environmental poisons and toxins. The methods used to identify the underlying biochemical and genetic basis of diseases, as well as possible pharmaceutical and genetic therapies for treating the diseases, will be presented.","Prerequisite: BIOMG 3300, or BIOMG 3310 and BIOMG 3320, or BIOMG 3350 and BIOMG 2800.",Spring.,BIOMG 4390,,
843,BIOMG,4400,Laboratory in Biochemistry and Molecular Biology,Stephen Jesch,12:20PM,04:25PM,Wing Hall 301,"Students in this course will carry out experiments in protein biochemistry and molecular biology in an engaging laboratory environment. The protein biochemistry projects include protein purification (salt fractionation, ion exchange chromatography, affinity chromatography, size exclusion chromatography, and immunoprecipitation), protein analysis (SDS PAGE, BN PAGE, immunoblotting, and activity assays), and determination of enzyme kinetic parameters (Vmax, KM, and kcat). The molecular biology projects include CRISPR-mediated genome editing, nucleic acid purifications (plasmid DNA and RNA), gene expression analysis (RT-PCR and splicing), agarose gel electrophoresis, restriction endonuclease digestion, PCR, DNA cloning, transformation, and DNA sequence analysis. The course is organized around interesting projects that illustrate how different techniques are uniquely suited to answer a scientific question.","Prerequisite: BIOMG 3300 or BIOMG 3330 or BIOMG 3350 or BIOMG 3310-BIOMG 3320 (at least one of BIOMG 3310-BIOMG 3320 completed, but one may be taken concurrently).","Fall, Spring.",BIOMG 4400,,
844,BIOMG,4810,Population Genetics,Philipp Messer,10:10AM,11:00AM,Stocking Hall M01,"Population genetics is the study of the transmission of genetic variation through time and space. This course explores what the patterns and dynamics of genetic variation in populations can teach us about the processes that underlie evolution. Topics include the quantification of genetic variation, mutation, selection and fitness, genetic drift, migration, population structure, multilocus models, quantitative traits, and adaptation at the molecular level. We will also discuss efforts to connect genotype with phenotype and ultimately fitness. Emphasis is placed on the interplay between theory, computer simulations, and data from natural as well as experimental populations. Specific case studies include the evolution of drug resistance, experimental evolution of microbes and insects, breeding techniques in plants and animals, the evolution of cancer, and the genetic structure and evolution of human populations.","Prerequisite: BIOMG 2800 and BIOEE 1780, or equivalents.",Fall.,BIOMG 4810,,
845,BIOMG,4880,Cancer Genetics,Amnon Koren,09:40AM,10:55AM,Fernow Hall G24,"This course will focus on the fundamentals of cancer genetics and genomics. Main topics include the genes and pathways that are mutated in various cancer types, mechanisms leading to cancer mutations and cancer development, current genetic and genomic methods used to study and to diagnose cancer, and how genetics and genomics are informing cancer treatment.",Prerequisite: BIOMG 2800.,Spring.,BIOMG 4880,,
846,BIOMG,4940,Special Topics in Molecular Biology and Genetics,Mariana Wolfner,02:45PM,04:00PM,Stimson Hall G01,,,,BIOMG 4940,,
847,BIOMG,4980,Teaching Experience,Casey Moore,,,To Be Assigned,"Designed to give qualified undergraduate students teaching experience through actual involvement in planning and assisting in biology courses. This experience may include supervised participation in a discussion group, assisting in a biology laboratory, assisting in field biology, or tutoring.",Prerequisite: previous enrollment in course to be taught or equivalent.,"Fall, Spring.",BIOMG 4980,,
848,BIOMG,4981,"Teaching Experience in Principles of Biochemistry, Indv",Jim Blankenship,05:00PM,07:00PM,Warren Hall B02,"BIOMG 4981 offers training and experience for undergraduate teaching assistants in BIOMG 3300 (Introductory Biochemistry: Individualized Instruction). Teaching assistants are required to complete a weekly written assignment, attend a weekly two-hour TA training meeting and to spend six hours per week in the Biochemistry Study Center answering student questions, grading written quizzes, and administering oral quizzes. Teaching Assistants are evaluated based on the quality of written work submitted, observations at the weekly meetings and Study Center shifts, as well as on the mid-term and end-of-semester course evaluations.","Prerequisite: BIOMG 3300, or BIOMG 3330, or BIOMG 3350, or BIOMG 3310 and BIOMG 3320.","Fall, Spring.",BIOMG 4981,,
849,BIOMG,4982,"Teaching Leadership in Principles of Biochemistry, Indv",Jim Blankenship,,,,"BIOMG 4982 gives students who have successfully served as a BIOMG 3300 Teaching Assistant (as part of BIOMG 4981) a second opportunity at teaching the class and the added privilege of assisting the course instructor in leading and mentoring the incoming teaching assistant group. In addition to the required leadership responsibilities, students in BIOMG 4982 are required to review the material on a weekly basis and to spend six hours per week in the Biochemistry Study Center. Teaching Leaders are evaluated based on observations made during their Study Center shifts, as well as on the mid-term and end-of-semester course evaluations. ",Prerequisite: BIOMG 4981.,"Fall, Spring.",BIOMG 4982,,
850,BIOMG,6300,"Principles of Biochemistry, Individualized Instruction",Jim Blankenship,,,Stimson Hall 107,"Thirteen units that cover protein structure and function, enzymes, basic metabolic pathways, DNA, RNA, protein synthesis, and an introduction to recombinant DNA techniques. No formal lectures, auto-tutorial format.","Prerequisite: one majors-level biology course and one year general chemistry and any of the following organic chemistry courses: CHEM 1570, or CHEM 3530, or CHEM 3570, or CHEM 3590, or equivalent, or permission of instructor. Recommended corequisite: BIOMG 3340.","Fall, Spring.",BIOMG 6300,,
851,BIOMG,6321,Principles of Biochemistry: Molecular Biology,Andrew Grimson,12:25PM,01:15PM,Kennedy Hall 116-Call Aud,"Comprehensive course in molecular biology that covers the structure and properties of DNA, DNA replication and repair, synthesis and processing of RNA and proteins, the regulation of gene expression, and the principles and applications of recombinant DNA technologies, genomics, and proteomics.","Prerequisite: one majors-level biology course. Prerequisite or corequisite: one course in organic chemistry, or permission of instructor.",Spring.,BIOMG 6321,,
852,BIOMG,6350,"Principles of Biochemistry: Proteins, Metabolism, and Molecular Biology",John Crickard,01:30PM,02:20PM,Morrison Hall 146,"Comprehensive introduction to biologically important molecules and polymers. Topics include: protein structure and function, enzyme catalysis, metabolic regulatory pathways, DNA and RNA structure, DNA replication and repair, modern DNA technologies, gene expression, and protein synthesis.","Prerequisite: one majors-level biology course and one year general chemistry, any of the following organic chemistry courses: CHEM 1570, or CHEM 3530, or CHEM 3570, or CHEM 3590, or equivalent, or permission of instructor.","Spring, Summer.",BIOMG 6350,,
853,BIOMG,6360,Functional Organization of Eukaryotic Cells,Fenghua Hu,08:05AM,09:20AM,Weill Hall 224,"Aims to provide an integrated view of eukaryotic cell organization as elucidated using biochemical molecular, genetic, and cell biological approaches. Major topics include the cytoskeleton, membrane traffic, and cell polarity. Together with BIOMG 4370 and BIOMG 6390, this course provides broad coverage of the cell biology subject area.","Prerequisite: BIOMG 3300, or BIOMG 3330, or BIOMG 3350, or BIOMG 3310/BIOMG 3320, and BIOMG 4320, or equivalents.",Spring.,BIOMG 6360,,
854,BIOMG,6390,The Nucleus,John Lis,11:25AM,12:40PM,Stimson Hall G01,"Lectures on topics of eukaryotic genomics, chromatin structure, regulation of gene expression, RNA processing, micro-RNA regulation, the structure and movement of chromosomes, long range regulatory interactions, and nuclear export and import. Covers the structure and function of the nucleus at the molecular and cell biological levels.","Prerequisite: one of the following: BIOMG 3300 or BIOMG 3330, BIOMG 3350, BIOMG 3310/BIOMG 3320, or equivalent. Recommended prerequisite: BIOMG 2800.",Spring.,BIOMG 6390,,
855,BIOMG,6391,Molecular Basis of Disease,Hojoong Kwak,02:45PM,04:00PM,Warren Hall B51,"This course will examine how changes in the normal expression, structure, and activity of gene products caused by genetic mutations and environmental agents lead to disease in humans and other animals. The material will focus on how proteins with modified structures and biochemical activities cause alterations in normal cellular processes, as well as the physiological consequences of these changes. Topics will be selected from hormone insensitivity syndromes, gene fusions resulting in hybrid proteins, gene amplification, gene inactivation, disruption of signaling pathways, genetic variation in non-coding transcriptional regulatory elements, and the molecular actions of environmental poisons and toxins. The methods used to identify the underlying biochemical and genetic basis of diseases, as well as possible pharmaceutical and genetic therapies for treating the diseases, will be presented.","Prerequisite: BIOMG 3300, or BIOMG 3310 and BIOMG 3320, or BIOMG 3350 and BIOMG 2800.",Spring.,BIOMG 6391,,
856,BIOMG,6400,Laboratory in Biochemistry and Molecular Biology,Stephen Jesch,12:20PM,04:25PM,Wing Hall 301,"Students in this course will carry out experiments in protein biochemistry and molecular biology in an engaging laboratory environment. The protein biochemistry projects include protein purification (salt fractionation, ion exchange chromatography, affinity chromatography, size exclusion chromatography, and immunoprecipitation), protein analysis (SDS PAGE, BN PAGE, immunoblotting, and activity assays), and determination of enzyme kinetic parameters (Vmax, KM, and kcat). The molecular biology projects include CRISPR-mediated genome editing, nucleic acid purifications (plasmid DNA and RNA), gene expression analysis (RT-PCR and splicing), agarose gel electrophoresis, restriction endonuclease digestion, PCR, DNA cloning, transformation, and DNA sequence analysis. The course is organized around interesting projects that illustrate how different techniques are uniquely suited to answer a scientific question.",Prerequisite: BIOMG 3300 or BIOMG 3330 or BIOMG 3350 or BIOMG 3310-BIOMG 3320 (at least one of BIOMG 3310-BIOMG 3320 completed but one may be taken concurrently).,"Fall, Spring.",BIOMG 6400,,
857,BIOMG,6870,"Tricks of the Trade: How to Use Genetics to Dissect Cells, Molecules and Developmental Pathways",Mariana Wolfner,02:45PM,04:00PM,Stimson Hall G01,"The explosion of new genetic/genomic methods, including the availability of genome sequences and CRISPR-based genome editing, provides new elegant tools and approaches with which to discover and dissect the pathways that mediate cell function, development, and other biological processes. This course presents and examines these approaches, with examples showing their use to determine the time/place/partners/actions of important genes. We focus primarily on multicellular organisms, including (but not only) model systems like fruit flies, nematodes, and mice. Lectures, class discussion, and problem sets are based on important papers in the current scientific literature, and some older ""classics"" where relevant.","Prerequisite: prior courses in genetics and genomics (such as BIOMG 2800), and in molecular biology (such as BIOMG 3300, BIOMG 3320, BIOMG 3330, BIOMG 3350, or equivalent). Prior course exposure to developmental biology and/or cell biology is helpful, but not required.",Spring.,BIOMG 6870,,
858,BIOMG,6880,Cancer Genetics,Amnon Koren,09:40AM,10:55AM,Fernow Hall G24,"This course will focus on the fundamentals of cancer genetics and genomics. Main topics include the genes and pathways that are mutated in various cancer types, mechanisms leading to cancer mutations and cancer development, current genetic and genomic methods used to study and to diagnose cancer, and how genetics and genomics are informing cancer treatment.",Prerequisite: BIOMG 2800.,Spring.,BIOMG 6880,,
859,BIOMG,7510,Ethical Issues and Professional Responsibilities,Maureen Hanson,02:40PM,03:30PM,Fernow Hall G24,Ethical issues in research and the professional responsibilities of scientists are discussed based on readings and occasional lectures. The topics are intended to cover the requirements for ethical training of graduate students on training grants and follow the recommendations of the Office of Research Integrity.,,Spring.,BIOMG 7510,,
860,BIOMG,7800,Current Topics in Genetics and Development,Eric Alani,,,To Be Assigned,"Lectures and seminars on specialized topics in genetics, genomics and development. Topics for Fall and Spring to be announced in the course and time roster at the beginning of each semester.",,"Fall, Spring.",BIOMG 7800,,
861,BIOMG,7860,Research Seminar in Genetics and Development,Chun Han,11:25AM,12:40PM,Weill Hall 226,Each graduate student presents one seminar per year based on his or her thesis research. The student then meets with the thesis committee members for an evaluation of the presentation.,,"Fall, Spring.",BIOMG 7860,,
862,BIOMG,7870,Seminar in Genetics and Development,Chun Han,04:00PM,04:50PM,To Be Assigned,Seminars in current research in genetics and developmental biology conducted by distinguished visitors and staff.,,"Fall, Spring.",BIOMG 7870,,
863,BIOMG,7940,"Current Topics in Biochemistry, Molecular and Cell Biology",Gerlinde Van de Walle,12:55PM,02:25PM,Vet Research Tower T9006C,Lectures and seminars on specialized topics. Topics for fall and spring to be announced in the course and time roster published at the beginning of each semester.,"Prerequisite: BIOMG 3300, or BIOMG 3330, or BIOMG 3350, or BIOMG 3310/BIOMG 3320 or equivalent.",Fall or Spring.,BIOMG 7940,,
864,BIOMG,7941,Preparing for the A-exam: Skills Development for Scientific Proposal Writing,Chris Fromme,12:25PM,01:15PM,Plant Science Building 143,"This course will provide graduate students in the life sciences with training in advanced science writing skills, preparing written scientific arguments, and providing constructive review of written material. At course completion, students will have completed a draft of the written portion of the A exam and will have received feedback on this draft from their classmates, senior graduate students, and postdoctoral researchers in related fields.",,Spring.,BIOMG 7941,,
865,BIOMG,8300,Biochemistry Seminar,Chris Fromme,04:00PM,04:50PM,To Be Assigned,"Lectures on current research in biochemistry, presented by distinguished visitors and staff members.",,Fall or Spring.,BIOMG 8300,,
866,BIOMG,8320,Advanced Biochemical Methods II,Chris Fromme,,,,Research in the laboratories of two different professors chosen by the student. Arrangements are made jointly between the director of graduate studies and the research advisor.,,Spring.,BIOMG 8320,,
867,BIOMG,8330,Research Seminar in Biochemistry,Scott Emr,01:00PM,02:15PM,Weill Hall 226,Each student presents one seminar per year on his or her thesis research and then meets with instructors and thesis committee members for evaluation.,,Fall or Spring.,BIOMG 8330,,
868,BIOMG,8370,Foundations and Frontiers in Cellular and Molecular Biology – II,Andrew Grimson,09:05AM,11:00AM,Weill Hall 224,"Introduction to concepts, historical perspectives and outstanding questions in selected topics through weekly lectures, discussions and analysis of research literature.",,Spring.,BIOMG 8370,,
869,BIOMI,1200,Genesis,Shami Chatterjee,02:40PM,03:30PM,Kennedy Hall 105,"This class will explore the current theories about the chemical origins of life on earth, and will then use these insights to discuss the search for life on other planets, inside the Solar system and outside. Topics will include origin of the Sun, the Big Bang, the formation of Earth, the origin of life, from the prebiotic synthesis of amino acids, nucleobases, and other building blocks of life, the evolution of primitive protocells, the earliest RNA-based catalysts, the evolution of protein synthesis machinery, and the origins of eukaryotic cells. We will conclude with strategies and progress in identifying life on other planets in our solar system and on planets orbiting other stars. ",Prerequisite: one semester of general biology.,"Fall, Spring.",BIOMI 1200,,
870,BIOMI,1400,Antibiotics: Probing the Biology of Life and Death,Anthony Hay,11:20AM,12:10PM,Stocking Hall 201,"Though antibiotic resistance puts millions of lives at peril from infectious diseases each year, antibiotics and other antimicrobials have played a critical role in helping scientists understand biologicals systems better. This class examines the biology of microbial life through the lens of antibiotics and other antimicrobials. It is intended for non-life-science majors.",,Spring.,BIOMI 1400,,
871,BIOMI,2600,Microbiology of Human Contagious Diseases,Steve Winans,02:40PM,03:30PM,Corson-Mudd A106,"This course provides an introduction to the microbiology of microbial diseases. The primary focus is on molecular mechanisms of pathogenesis, including detection of the host environment, binding of pathogenic microbes to host cell surfaces and their invasion of host cells and tissues, and the delivery and functions of microbial toxins. It will include host defenses and microbial countermeasures against these defenses. We will also study the evolution of pathogens and the co-evolution of their hosts.",Prerequisite: one semester of introductory biology or equivalent.,"Fall, Spring, Summer.",BIOMI 2600,,
872,BIOMI,2900,General Microbiology Lectures,Daniel Buckley,11:20AM,12:10PM,Morrison Hall 146,"Comprehensive overview of the biology of microorganisms, with emphasis on bacteria. Topics include microbial cell structure and function, physiology, metabolism, genetics, diversity, and ecology. Also covers applied aspects of microbiology such as biotechnology, the role of microorganisms in environmental processes, and medical microbiology.","Prerequisite: two semesters majors-level biology and two semesters college-level chemistry, or equivalent. Highly recommended corequisite: BIOMI 2911.","Fall, Spring.",BIOMI 2900,A,SP21
873,BIOMI,2911,General Microbiology Laboratory,Joshua Filter,12:25PM,01:15PM,Stocking Hall 146,"This class will introduce you to current concepts and laboratory techniques in microbiology. Our goal is to show you how scientists use experiments to learn about the microbes around us, with an emphasis on bacteria. This course complements the Microbiology lecture by providing students with hands-on investigations into the microbial world.",Prerequisite or corequisite: BIOMI 2900.,"Fall, Spring.",BIOMI 2911,,
874,BIOMI,3310,General Parasitology,Dwight Bowman,12:25PM,01:15PM,Morrison Hall 334,"This course is an introduction to the basic animal parasites, stressing systematics, taxonomy, general biology, ecological interactions, and behavior of non-medically important groups. Introduces the major animal parasite groups: protozoan, nematode, platyhelminth, acanthocephalan, annelid, and arthropod.","Prerequisite: any of the following: BIOEE 1610, BIOEE 1780, BIOEE 2640, BIOEE 2670, BIOEE 2740, NS 2750, EAS 1700, BIOMI 2900, BIOG 1106, or one semester college-level biology or majors-level biology, or equivalent courses.",Spring.,BIOMI 3310,,
