,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Class_Name,professor,median,semester,size,notes,SemesterN
4001,RELST,4557,Desert Monasticism,Kim Haines-Eitzen,02:40PM,04:35PM,To Be Assigned,"How and why do landscapes come to inspire the religious imagination? And why do religious practices, rituals, traditions, and beliefs take place in particular landscapes? This seminar treats these questions by focusing on the desert, both imagined and real, as it has shaped religious ascetic practice, especially the development of Christian monasticism in the Middle East. We will read widely from monastic literatures, mostly from late ancient Egypt, to explore both the historical development of monasticism in Christianity and examine why the monastic impulse seems so closely tied to the ""desert."" In addition to reading saints lives and the stories of hermits, we will read early monastic rules, the desert fathers, and we will draw from archaeological sources to examine the varieties of ascetic practices in the deserts of late ancient Egypt, Gaza, Sinai, Palestine, and Syria. Throughout the course we will explore ancient and modern ideas about ""wilderness"" and we will explore parallels between ancient Near Eastern literatures and their nineteenth- and twentieth-century parallels in the American frontier and environmental literatures.",,Spring.,RELST 4557,,,,,,,
4002,RELST,4665,Augustine,Scott MacDonald,07:30PM,09:25PM,To Be Assigned,Topics for this course vary.,,Spring.,RELST 4665,,,,,,,
4003,RELST,4991,Directed Study,Chiara Formichi,,,,For undergraduates who wish to obtain research experience or do extensive reading on a special topic. Students select a topic in consultation with the faculty member who has agreed to supervise the course.,,Spring.,RELST 4991,,,,,,,
4004,RELST,4995,Senior Honors Essay I,,,,,"RELST 4995 is the first course in the Honors two-part sequence. The Honors Program is open to Religious Studies majors who have done superior work and who wish to devote a substantial part of their senior year to advanced, specialized, independent research and writing of a thesis. Successfully completing an honors thesis will require sustained interest, exceptional ability, diligence, and enthusiasm. While admissions to the Honors Program and completion of a thesis do not guarantee that students will be awarded honors in Religious Studies, most students find the experience as intellectually rewarding as it is rigorous.",,"Multi-semester course: (Fall, Spring).",RELST 4995,,,,,,,
4005,RELST,4996,Senior Honors Essay II,Kim Haines-Eitzen,,,,"RELST 4996 is the second course in the Honors two-part sequence. The Honors Program is open to Religious Studies majors who have done superior work and who wish to devote a substantial part of their senior year to advanced, specialized, independent research and writing of a thesis. Successfully completing an honors thesis will require sustained interest, exceptional ability, diligence, and enthusiasm. While admissions to the Honors Program and completion of a thesis do not guarantee that students will be awarded honors in Religious Studies, most students find the experience as intellectually rewarding as it is rigorous.",,"Multi-semester course: (Fall, Spring).",RELST 4996,,,,,,,
4006,RELST,5509,Temple in the World: Buddhism in Contemporary South and Southeast Asia,Anne Blackburn,09:40AM,10:55AM,To Be Assigned,"How do Buddhists live out their philosophies and ethics? What are the spaces of ritual, devotion, meditation, education, and politics? How do Buddhist practices and affiliations satisfy aesthetic and emotional needs and build social networks? This course explores the unfolding of Buddhist life in contemporary South and Southeast Asia, in locations such as Burma/Myanmar, Thailand, India, Sri Lanka, Malaysia, Vietnam, and Cambodia. ",,Spring.,RELST 5509,,,,,,,
4007,RELST,6020,Latin Philosophical Texts,Scott MacDonald,,,To Be Assigned,Reading and translation of Latin philosophical texts.,,"Fall, Spring.",RELST 6020,,,,,,,
4008,RELST,6210,Topics in Medieval Philosophy,Scott MacDonald,07:30PM,09:25PM,To Be Assigned,Graduate seminar covering a topic in medieval philosophy.,,Spring.,RELST 6210,,,,,,,
4009,RELST,6351,Problems in Byzantine Art,Benjamin Anderson,09:05AM,11:00AM,To Be Assigned,Seminar topics rotate each semester. Topic for Spring 2023: Portraiture.,,Spring.,RELST 6351,,,,,,,
4010,RELST,6588,Archaeology and the Bible,Lauren Monroe,09:40AM,10:55AM,To Be Assigned,"The purpose of the course is to place the Bible within the context of a larger ancient world that can be explored by systematic excavation of physical remains. Students will become familiar with archaeological excavations and finds from ancient Syria-Palestine from 10,000 bce to 586 bce. We will explore this archaeological evidence on its own terms, taking into consideration factors such as archaeological method and the interpretive frameworks in which the excavators themselves work, as well as the implications of this body of evidence for understanding the complexity and diversity of biblical Israel.",,Spring.,RELST 6588,,,,,,,
4011,RELST,6616,"Zen Buddhism: Ecology, Sustainability and Daily Life",Jane-Marie Law,01:00PM,02:15PM,To Be Assigned,"This course explores the Zen's central religious, historical and aesthetic developments. We read primary sources in translation and secondary sources. We examine the rise of the Ch'an tradition in China and the development of Northern and Southern Schools. In Japan, we examine the establishment of Zen in the Kamakura period, through the development of both Rinzai and Soto Zen, and early transmissions of Chinese texts and practices to Japan through Japanese emissaries. We study the lives and writings of Eisai and Dôgen, and explore how their works influenced later developments in Zen. Next we read works by Hakuin. Last, we study how Zen is implicated in Japanese fascism and later, postwar identity discourses. Finally, we look at Zen in an American context. This course is being taught both as an integrated arts in the curriculum course in collaboration with the Johnson Art Museum and is also part of a ""Internationalizing the Cornell Curriculum.""",,Spring.,RELST 6616,,,,,,,
4012,RELST,6678,Projects of Modernity in Asia,Chiara Formichi,11:20AM,01:50PM,To Be Assigned,"Idea(l)s of modernity across the Global South have been largely rooted in Euro-American projections of ""civilization"", and ""civilizational"" projects. The colonial worldview in which only Western(ized) experiences could be modern is foundational to the multifarious ways in which scholarship and nation-builders have engaged with progress, whether aspiring to it, rejecting it, or appropriating it. In this seminar we explore how imperial authorities, nationalists, and scholars/intellectuals have interfaced with idea(l)s of progress and modernity in Asia, reading works (""one book a week"") grounded in multiple disciplines and cultural settings. Core themes will include: health and hygiene, consumption, technology, gender, piety and devotion, imperialism and race, and nationalism.",Prerequisite: one 3000 level course in the humanities; some knowledge of Asian history.,Spring.,RELST 6678,,,,,,,
4013,RELST,6888,"Jews, Christians, and Others in Late Antiquity",Jason Mokhtarian,01:00PM,02:15PM,To Be Assigned,"This course explores the interactions between Jews, Christians, and other religious groups in late antiquity, especially in Sasanian Persia circa the first through seventh century C.E. Students pay particular attention to the portrayals of Christians in Jewish rabbinic literature, including Midrash and Talmud, but also draw from early Christian, Zoroastrian, Manichaean, and other sources. There will be an emphasis on the reading of primary texts in translation in their appropriate historical contexts, and in comparison with one another. Students engage such questions as: How did Jews define themselves in relation to Christians, and vice versa? In what ways did Jews and Christians part ways with one another, as scholars often maintain, and what were the factors at play in their separation? And, lastly, what role did other religious and political groups, such as Gnostics, Zoroastrians, Romans, Mandaeans, Manichaeans, and early Muslims play in these developments?",,Spring.,RELST 6888,,,,,,,
4014,RELST,7404,Hasidism,Jonathan Boyarin,11:20AM,01:15PM,To Be Assigned,"The modern Jewish religious movement known as Hasidism began in Eastern Europe in the eighteenth century and thrives today. We will approach Hasidism primarily through three avenues: recent critical social history; selections from Hasidic literature; and ethnographic accounts of Hasidic life today. By the end of the semester, students will be able to articulate some ways that Hasidism reflects both broader trends in European religious and moral thought of its time, and some ways that it represents distinctively Jewish developments. You will also gain a deeper appreciation of the various kinds of evidence and disciplinary approaches that need to be brought to bear on the attempt to articulate as broad, deep and varied a phenomenon as modern Hasidic Judaism.",,,RELST 7404,,,,,,,
4015,ROMS,1102,FWS: The Craft of Storytelling,Marilyn Migiel,09:40AM,10:55AM,To Be Assigned,We tell stories for many reasons: to entertain; to seduce; to complain; to think. This course draws upon the literatures and cultures of the romance languages to explore the role of narrative in our construction and understanding of the world.,,"Fall, Spring.",ROMS 1102,,,,,,,
4016,ROMS,1108,FWS:Cultural Identities; Cultural Differences,Irene Eibenstein-Alvisi,02:45PM,04:00PM,To Be Assigned,"What is a culture, and how do we know one when we see it?  This course draws upon the histories and texts of French, Spanish, Italian, and/or Portuguese speaking worlds to discuss issues of identity, difference, politics, place, and community.",,"Fall, Spring.",ROMS 1108,,,,,,,
4017,ROMS,1109,FWS: Image and Imagination,Nicholas Huelster,01:00PM,02:15PM,To Be Assigned,"What kind of information do images - in photography, painting, and/or film - convey?  What kind of impact do they have on the minds and the bodies of their audiences?  This course foregrounds the role of visual culture in the societies where Spanish, French, Portuguese, and/or Italian is spoken, and it asks students to dwell upon how visual material interacts with spoken and written language.",,"Fall, Spring.",ROMS 1109,,,,,,,
4018,ROMS,1113,FWS: Thinking and Thought,Richard Gibbs,01:30PM,02:20PM,To Be Assigned,"Some of the most important and intriguing thinkers, from the Middle Ages to postmodernity, have done their thinking in the romance languages.  This course explores a body of work that would be called philosophical by some, theoretical by others, and that, beyond these names, struggles to articulate fundamental concepts, problems, discourses, and situations.",,"Fall, Spring.",ROMS 1113,,,,,,,
4019,ROMS,1120,FWS: Animals in Global Cinema: Human and Nonhuman,Ewa Bachminska,09:40AM,10:55AM,To Be Assigned,"In this class, students will learn about animal welfare and conservation through international films. We will discuss wildlife, companion and farm animals in conjunction with human cultures and politics. The course will cover various animal species, e.g. pangolins, dogs and sheep in fiction films, documentaries and animated movies. Students will learn how to compose film reviews, do research and write a research assignment. The class includes guest speakers, a visit to Cornell barn, library and museum. All films are available for streaming through Blackboard for students to watch them in their free time.",,Fall.,ROMS 1120,,,,,,,
4020,ROMS,3010,Sweetness: How Sugar Built the Modern World,Gerard Aching,01:25PM,02:40PM,To Be Assigned,"When sugar ""was king,"" that is, when it was valued in the eighteenth and nineteenth centuries, as we might value petroleum today, European nations went to war in order to possess the sugar producing islands in the Caribbean. Sugar production, slave labor, and the transatlantic trade that they generated were crucial for European empire building and the creation of the enormous wealth that, in comparison with earlier historical periods, rapidly revolutionized agriculture, nutrition, industry, labor, and free trade; racialized Caribbean peoples; and gave rise to transatlantic debates on freedom, abolitionism, and humanitarian philanthropy. Readings include A. Stuart, Sugar in the Blood, S. Mintz, Sweetness and Power, C.L.R. James, Black Jacobins. Films include, Gutiérrez Alea's The Last Supper and M. Kalatozov's I am Cuba.",,Spring.,ROMS 3010,,,,,,,
4021,ROMS,3300,The Culture of Violence: Europe 1914-1945,Enzo Traverso,02:45PM,04:00PM,To Be Assigned,"At the end of the Great War, Europe has became the realm of a new relationship between violence, culture, and politics. From 1914 to 1945, the continent became the realm of an extraordinary entanglement of wars, revolutions and counterrevolutions, civil wars, and genocides, which could be summarized by the concept of ""European Civil War"". This course will analyze some features of this cataclysmic time by engaging political theory, cultural and intellectual history, and by scrutinizing novels, films, and intellectual productions.",,Spring.,ROMS 3300,,,,,,,
4022,ROMS,4151,"Negrismo, Negritude and Surrealism in the Caribbean",Gerard Aching,11:40AM,12:55PM,To Be Assigned,"This course examines the works of major poets and artists from the Spanish and French- speaking Caribbean from roughly 1925-1945. During this period, two movements—Negrismo and Négritude—emerged, on the one hand, as anticolonial efforts at Black self-expression in the Caribbean and, on the other, as engagements with European avant-garde movements such as Cubism and Surrealism. We will examine canonical works by Luis Palés Matos, Nicolás Guillén, Wifredo Lam, Lydia Cabrera, Aimé Césaire, Suzanne Césaire, Léon Gontran Damas, and Hector Hyppolite. Theoretical readings include Franz Fanon and Antonio Benítez Rojo. Reading knowledge of Spanish or French or both is recommended but not required. Students may write their papers in Spanish, French, or English.",,Spring.,ROMS 4151,,,,,,,
4023,ROMS,4681,Post-Conflict Justice and Resolution in Africa,Imane Terhmina,09:05AM,11:00AM,To Be Assigned,"This course combines literature, film, and other artistic projects in order to explore African forms of collective justice and repair, following the numerous conflicts that have shaken the continent in the 20th and 21st centuries, from anti-colonial struggles to civil wars. We will look at aesthetic productions from post-independence Algeria and Ghana, post-apartheid South Africa and post-genocide Rwanda, among others, in order to reflect on multiple questions, including: How do aesthetic works and state institutions offer competing narratives of a traumatic past, and what ways of healing can they generate? How do they negotiate between the retributive and the restorative impulses of justice? Is justice sufficient for resolution to take place? And conversely, can repair ever be achieved in the absence of justice? For longer description and instructor bio visit the Society for the Humanities website.",,Spring.,ROMS 4681,,,,,,,
4024,ROMS,4750,Knowledge and Power: Literary and Cultural Encounters in the Ibero-Atlantic (1492-2015),Leonardo Velloso-Lyons,01:00PM,02:15PM,To Be Assigned,"This course offers students an engagement with Transatlantic literature through the notion of encounter. While this notion may sound neutral or friendly, it can nonetheless encode violence of many orders. Students will learn about the beginnings of globalization (1492-1700), the independence period (1791-1898), the avant gardes, the Latin American boom, and the 21st century. This course primarily focuses on Latin American literatures, culture, and history, but we will explore it in connection with the cultures and histories of Africa and the Iberian Peninsula. Students will also think critically about the kinds of encounter produced by: forced migration, resistance to colonial oppression, poems in conversation, literary works that challenge strict definitions of genre; intellectual disputes over the rights of telling the history of a people, etc.",,Spring.,ROMS 4750,,,,,,,
4025,ROMS,5070,Methodology of Romance Language Learning and Teaching,Mary Redmond,09:05AM,11:00AM,To Be Assigned,"Focuses on language teaching as facilitation of learning, thus on the learner's processing of language acquisition and the promotion of reflective teaching. Pedagogical approaches will be addressed from a learner-centered perspective involving effective language learning strategies and analysis.",,Spring.,ROMS 5070,,,,,,,
4026,ROMS,6681,Post-Conflict Justice and Resolution in Africa,Imane Terhmina,09:05AM,11:00AM,To Be Assigned,"This course combines literature, film, and other artistic projects in order to explore African forms of collective justice and repair, following the numerous conflicts that have shaken the continent in the 20th and 21st centuries, from anti-colonial struggles to civil wars. We will look at aesthetic productions from post-independence Algeria and Ghana, post-apartheid South Africa and post-genocide Rwanda, among others, in order to reflect on multiple questions, including: How do aesthetic works and state institutions offer competing narratives of a traumatic past, and what ways of healing can they generate? How do they negotiate between the retributive and the restorative impulses of justice? Is justice sufficient for resolution to take place? And conversely, can repair ever be achieved in the absence of justice? For longer description and instructor bio visit the Society for the Humanities website.",,Spring.,ROMS 6681,,,,,,,
4027,ROMS,6750,Knowledge and Power: Literary and Cultural Encounters in the Ibero-Atlantic (1492-2015),Leonardo Velloso-Lyons,01:00PM,02:15PM,To Be Assigned,,,,ROMS 6750,,,,,,,
4028,RUSSA,1104,Conversation Practice,Raissa Krivitsky,10:10AM,11:00AM,To Be Assigned,Reinforces the speaking skills learned in RUSSA 1122.  Homework includes assignments that must be done in the language lab or on the students' own computer. Class meeting times will be chosen at the organizational meeting (usually the second or third day of the semester) so as to accommodate as many students as possible. The time and place of the organizational meeting will be announced at russian.cornell.edu ,Corequisite: RUSSA 1122.,Spring.,RUSSA 1104,,,,,,,
4029,RUSSA,1122,Elementary Russian Through Film,Raissa Krivitsky,11:20AM,12:10PM,To Be Assigned,"Gives a thorough grounding in all the language skills: listening, speaking, reading, and writing. Course materials include clips from original Russian films and television programs. Homework includes assignments that must be done in the language lab or on the students' own computers. Note the RUSSA 1104 option. Detailed description at russian.cornell.edu.",Prerequisite: RUSSA 1121.,Spring.,RUSSA 1122,RUSSA 1122,Paperno,A-,SP22,12,,-1.0
4030,RUSSA,1126,Reading Russian Press,Viktoria Tsimberov,,,To Be Assigned,The emphasis is on reading unabridged articles on a variety of topics from current Russian web pages and translating them into English; a certain amount of discussion (in Russian) may also be undertaken. Detailed description at russian.cornell.edu.,"Prerequisite: for seminar 101 (non-native speakers of Russian), RUSSA 1122 or placement by department; for seminar 102 (native speakers of Russian), placement by department.",Spring.,RUSSA 1126,,,,,,,
4031,RUSSA,1132,Self-Paced Elementary Russian II,Slava Paperno,,,To Be Assigned,"RUSSA 1131 and RUSSA 1132 cover the standard Cornell first-year Russian language curriculum at a slower pace than RUSSA 1103 -RUSSA 1104 and RUSSA 1121 -RUSSA 1122, the pace to be chosen by each individual student in consultation with the instructor. Somewhat larger homework reading, writing, and online assignments with fewer and shorter meetings with the instructors in very small groups. Detailed description on the Russian Language Program website.",,Spring.,RUSSA 1132,,,,,,,
4032,RUSSA,2204,Intermediate Composition and Conversation,Raissa Krivitsky,01:30PM,02:20PM,To Be Assigned,"Guided conversation, translation, reading, pronunciation, and grammar review, emphasizing the development of accurate and idiomatic expression in the language. Course materials include video clips from an original Russian feature film and work with Russian web sites, in addition to the textbook. Detailed description at russian.cornell.edu.",Prerequisite: RUSSA 2203 or equivalent.,Spring.,RUSSA 2204,,,,,,,
4033,RUSSA,3300,Directed Studies,,,,To Be Assigned,"Taught on a specialized basis for students with special projects (e.g., to supplement a non-language course or thesis work).",,"Fall, Spring.",RUSSA 3300,,,,,,,
4034,RUSSA,3304,Advanced Composition and Conversation,Raissa Krivitsky,02:40PM,03:30PM,To Be Assigned,"Reading, writing, and conversation: current Russian films (feature and documentary), newspapers, television programs, Russian web sites, and other materials are used. Detailed description at russian.cornell.edu.",Prerequisite: RUSSA 3303 or equivalent.,Fall.,RUSSA 3304,,,,,,,
4035,RUSSA,3310,Advanced Reading,Viktoria Tsimberov,,,To Be Assigned,"Designed to teach advanced reading and discussion skills. Weekly reading assignments include 20-40 pages of unabridged Russian, fiction or non-fiction. This course may be taken as a continuation of RUSSA 3309, but it may also be taken by itself. Discussion of the reading is conducted entirely in Russian and centered on the content and analysis of the assigned selection. Detailed description on the Russian Language Program website.",Prerequisite: RUSSA 2204 or placement by department.,Spring.,RUSSA 3310,,,,,,,
4036,RUSSA,4414,Modern Russia: Past and Present II,Viktoria Tsimberov,,,To Be Assigned,"Involves discussion, in Russian, of authentic Russian texts and films (feature or documentary) in a variety of non-literary styles and genres. Detailed description at russian.cornell.edu.",Prerequisite: RUSSA 4413 or equivalent.,Spring.,RUSSA 4414,,,,,,,
4037,RUSSA,4491,Reading Course: Russian Literature in the Original Language,,,,To Be Assigned,To be taken in conjunction with any Russian literature course at the advanced level. Students receive 1 credit for reading and discussing works in Russian in addition to their normal course work. Detailed description at russian.cornell.edu.,,"Fall, Spring.",RUSSA 4491,,,,,,,
4038,RUSSA,6634,Russian for Russian Specialists,,,,To Be Assigned,"Designed for students whose areas of study require advanced active control of the language. Fine points of translation, usage, and style are discussed and practiced. Syllabus varies from year to year. Maybe taken more than once. Detailed description at russian.cornell.edu.",Prerequisite: four years of college Russian or equivalent.,Spring.,RUSSA 6634,,,,,,,
4039,RUSSL,2500,Demons and Witches in Russian Literature and Film,Raissa Krivitsky,11:25AM,12:40PM,To Be Assigned,"A paranoid husband believes that his wife is a witch. A man rejects vehemently the very idea of the Devil's existence, unwittingly doing so right in his face. From outright horrifying to eerily funny, always dangerous, but at times benevolent, demons, witches, and other mysterious and elusive creatures of Russian lore inhabit people's imagination and figure prominently in a number of Russian books and films. In this course, we will read and discuss fairy tales, pieces of poetry, short stories, and one of the greatest novels in Russian twentieth century literature. We will also watch several feature and animated films.  ",,Spring.,RUSSL 2500,,,,,,,
4040,RUSSL,4492,Supervised Reading in Russian Literature,Nancy Pollak,,,,Independent reading course in topics not covered in regularly scheduled courses. Students select a topic in consultation with the faculty member who has agreed to supervise the course work.,,Fall or Spring.,RUSSL 4492,,,,,,,
4041,RUSSL,6611,Supervised Reading and Research,Nancy Pollak,,,,Independent study. ,Prerequisite: proficiency in Russian or permission of instructor.,Fall or Spring.,RUSSL 6611,,,,,,,
4042,SANSK,1132,Elementary Sanskrit II,Todd Clary,11:20AM,12:10PM,To Be Assigned,An introduction to the essentials of Sanskrit grammar. Designed to enable the student to read classical and epic Sanskrit as soon as possible.,Prerequisite: SANSK 1131 or permission of instructor.,Spring.,SANSK 1132,,,,,,,
4043,SANSK,2252,Intermediate Sanskrit II,Lawrence McCrea,,,To Be Assigned,Readings from Sanskrit dramas and literary commentary.,Prerequisite: one year prior Sanskrit study or permission of instructor.,Spring.,SANSK 2252,,,,,,,
4044,SANSK,3302,Advanced Sanskrit II,Lawrence McCrea,,,,Selected readings in Sanskrit literary and philosophical texts.,Prerequisite: two years of Sanskrit or equivalent.,Spring.,SANSK 3302,,,,,,,
4045,SANSK,5510,Graduate Studies in Sanskrit,,,,,Topics vary by semester in relation to student needs.,,Spring.,SANSK 5510,,,,,,,
4046,SHUM,1802,Introduction to Latinos in U.S. History,Maria Cristina Garcia,11:25AM,12:40PM,To Be Assigned,"This course seeks a fuller recounting of U.S. history by remapping what we understand as ""America."" We will examine traditional themes in the teaching of U.S. history—territorial expansion and empire, migration and nation building, industrialization and labor, war and revolution, and citizenship and transnationalism—but we will examine this ""American experience"" in a broader hemispheric context and include as actors americanos of Spanish, Mexican, Caribbean, and Central/South American ancestries.",,Spring.,SHUM 1802,,,,,,,
4047,SHUM,1930,A Global History of Love,Durba Ghosh,09:40AM,10:55AM,To Be Assigned,"By posing seemingly simple questions such as what is love and who has the right to love, this introductory-level lecture course surveys how love has been experienced and expressed from the pre-modern period to the present. Through case studies of familial and conjugal love in Africa, Asia, the US, Europe, and South and Latin America, the course will examine the debates about and enactment's of what constitutes the appropriate way to show love and affection in different cultures and historical contexts. Among the themes we will explore are questions of sexuality, marriage, kinship, and gender rights. A final unit will examine these themes through modern technologies such as the Internet, scientific advances in medicine, and a growing awareness that who and how we love is anything but simple or universal.",,Spring.,SHUM 1930,,,,,,,
4048,SHUM,2009,"Prison Literature: Race, Carcerality, and Abolition",Eman Ghanayem,02:45PM,04:00PM,To Be Assigned,"The United States has the highest rate of incarceration in the world. In addition to the more than two million people imprisoned under the criminal justice system, the U.S. government captures even more people into carceral spaces within and beyond its borders. Looking into a range of texts from Indigenous, Black, Latinx, Asian American, and Arab American writers, this course examines the U.S. penal system, not only as prisons and physical places, but also in state practices that decide social value, disadvantage people based on race, and criminalize them accordingly. Ultimately, this course asks and answers the following questions: what is the relationship between race and punishment? What are the socially constructed roles of incarceration? And what are some of the narratives and abolitionist, decolonial perspectives that push against them?",,Spring.,SHUM 2009,,,,,,,
4049,SHUM,2244,"The Music, Art, and Technology of the Organ",Annette Richards,12:25PM,01:15PM,To Be Assigned,"The organ is an interdisciplinary wonder where mechanics, architecture, acoustics, religion, philosophy, literature, as well as the musical arts and sciences meet. This course uses the organ to explore music's relation to technology, history and culture, and in turn traces the technical and mechanical mysteries, and expressive possibilities, of the 'King of Instruments' across its long history. Students will gain 1) an understanding of some key aspects of musical history and repertoire; 2) a sense for the historical relation between music and technology; 3) a new knowledge of (and enthusiasm for!) the organ; and 4) an insight into the ways in which musical instruments and the musical practice associated with them are cross-cultural and interdisciplinary. With a key focus on the music of J. S. Bach, as well as on the reception of Bach's music in the 19th and 20th centuries, topics include the mechanics of organ construction, the North German organ art and the toccata, virtuosity and the use of the feet, the symphonic organ in the 19th century, 20th-century experimentation with organ sound, the organ and film. The course combines lectures with practical studio-style sessions at Cornell's four superb organs, and unprecedented access to those instruments. No prior musical experience necessary, although those interested (and with some keyboard skills) will have the opportunity to learn to play – with both hands and feet.",,Spring.,SHUM 2244,,,,,,,
4050,SHUM,2350,Literature and Medicine,Elisha Cohn,11:20AM,12:10PM,To Be Assigned,"How does literary language depict the experience of physical suffering? Can a poem or a novel palliate pain, illness, even the possibility of death? From darkly comic narratives of black plague to the rise and fall of hysteria to depictions of the AIDS crisis, this course examines literature centered on medical practices from the early modern period through the twentieth century. Why have medical practices changed, and how do writers address their political, social, and ideological implications? Readings will include a broad range of genres, including poetry (Dickinson, Whitman, Keats), fiction (McEwan, Chekhov, Gilman, Kafka, Camus), theater (Kushner), nonfiction prose (Woolf, Freud), and critical theory (Foucault, Scarry, Canguilhem, Sontag).",,Spring.,SHUM 2350,,,,,,,
4051,SHUM,2460,Japanese Pop Culture,Andrew Campana,10:10AM,11:00AM,To Be Assigned,"Japanese pop culture—anime, manga, video games, music and more—has been a major phenomenon with massive worldwide popularity for the last three decades. In this course, we will explore a wide range of Japanese pop cultural forms, exploring the interactions between different media, Japanese pop culture as global pop culture, and a variety of modes of analyzing visual and audio materials. We will also see how pop cultural works themselves, in their content and form, engage with questions of gender, technology, fandom, nation, and the environment. No prior knowledge of Japanese language, culture, or history required. All readings and screenings will be available in English or with English subtitles.",,,SHUM 2460,,,,,,,
4052,SHUM,2482,Anthropology of Climate Change,Chloe Ahmann,11:25AM,12:40PM,To Be Assigned,"What does it mean to study humanity at a time when it has become a geological force? What is required of us as thinking subjects under the Anthropocene? In this course, we will argue that anthropologists have an important role to play at this historical juncture. But we will also consider how climate change troubles some of the discipline's central categories. Time, space, nature, power, reason – climate change throws these concepts into question. It inflects our ways of knowing. It demands adaptive thinking. Throughout the semester, we will take on this work in common, proceeding from the presumption that it is not enough to think of climate change as a simple ethnographic object. Climate change is the unavoidable context of contemporary anthropology.",,,SHUM 2482,,,,,,,
4053,SHUM,2701,Music and Digital Gameplay,Roger Moseley,01:30PM,02:20PM,To Be Assigned,"This course considers both music and digital games in light of their playability. It aims to provide students with critical frameworks for addressing the diverse roles played by music in digital games as well as the ways in which playing digital games can be considered a musical activity. Focusing on games across an array of genres from first-person shooters to rhythm-action titles, the course will introduce students to recent scholarship on digital games from multiple disciplinary angles. No formal musical training is necessary, but suitably qualified students may take the course as a 3000-level elective by signing up for MUSIC 3901 and completing additional research components involving the creation and/or analysis of specific soundtracks or performances.",,Spring.,SHUM 2701,,,,,,,
4054,SHUM,2703,Thinking Media,Erik Born,12:25PM,01:15PM,To Be Assigned,"From hieroglyphs to HTML, ancient poetry to audiotape, and Plato's cave to virtual reality, ""Thinking Media"" offers a multidisciplinary introduction to the most influential media formats of the last three millennia. Featuring an array of guests from across Cornell, including faculty from Communication, Comparative Literature, German Studies, Information Science, Literatures in English, Music, and Performing &amp; Media Arts, the course will present diverse perspectives on how to think with, against, and about media in relation to the public sphere and private life, archaeology and science fiction, ethics and aesthetics, identity and difference, labor and play, knowledge and power, expression and surveillance, and the generation and analysis of data.",,,SHUM 2703,,,,,,,
4055,SHUM,2729,"Climate, Archaeology and History",Sturt Manning,11:25AM,12:40PM,To Be Assigned,"An introduction to the story of how human history from the earliest times through to the recent period interrelates with changing climate conditions on Earth. The course explores the whole expanse of human history, but concentrates on the most recent 15,000 years through to the Little Ice Age (14th-19th centuries AD). Evidence from science, archaeology and history are brought together to assess how climate has shaped the human story.",,,SHUM 2729,,,,,,,
4056,SHUM,2750,Introduction to Humanities,Martin Cain,09:40AM,10:55AM,To Be Assigned,"These seminars offer an introduction to the humanities by exploring historical, cultural, social, and political themes. Students will explore themes in critical dialogue with a range of texts and media drawn from the arts, humanities, and/or humanistic social sciences. Guest speakers, including Cornell faculty and Society for the Humanities Fellows, will present from different disciplines and points of view. Students will make field trips to relevant local sites and visit Cornell special collections and archives. Students enrolled in these seminars will have the opportunity to participate in additional programming related to the annual focus theme of Cornell's Society for the Humanities and the Humanities Scholars Program for undergraduate humanities research.",,"Fall, Spring.",SHUM 2750,,,,,,,
4057,SHUM,2792,"Monuments, Museums, and Memory: An Introduction to Public History",Stephen Vider,09:40AM,10:55AM,To Be Assigned,"In this course we will examine how we have come to narrate social, cultural, and political history in the United States, investigating the ways scholarly, curatorial, archival, and creative practices shape conceptions of the American past, in particular understandings of racial, gender, sexual, and class oppression and resistance. Students will build skills in historical interpretation and archival research and explore possibilities and challenges in preserving and presenting the past in a variety of public contexts—monuments, memorials, museums, historical sites, movies and television, and community-based history projects.",,Spring.,SHUM 2792,,,,,,,
4058,SHUM,2812,Hieroglyphs to HTML: History of Writing,Athena Kirk,12:25PM,01:15PM,To Be Assigned,"An introduction to the history and theory of writing systems from cuneiform to the alphabet, historical and new writing media, and the complex relationship of writing technologies to human language and culture. Through hands-on activities and collaborative work, students will explore the shifting definitions of ""writing"" and the diverse ways in which cultures through time have developed and used writing systems. We will also investigate the traditional divisions of ""oral"" vs. ""written"" and consider how digital technologies have affected how we use and think about writing in encoding systems from Morse code to emoji.",,Spring.,SHUM 2812,,,,,,,
4059,SHUM,3010,Sweetness: How Sugar Built the Modern World,Gerard Aching,01:25PM,02:40PM,To Be Assigned,"When sugar ""was king,"" that is, when it was valued in the eighteenth and nineteenth centuries, as we might value petroleum today, European nations went to war in order to possess the sugar producing islands in the Caribbean. Sugar production, slave labor, and the transatlantic trade that they generated were crucial for European empire building and the creation of the enormous wealth that, in comparison with earlier historical periods, rapidly revolutionized agriculture, nutrition, industry, labor, and free trade; racialized Caribbean peoples; and gave rise to transatlantic debates on freedom, abolitionism, and humanitarian philanthropy. Readings include A. Stuart, Sugar in the Blood, S. Mintz, Sweetness and Power, C.L.R. James, Black Jacobins. Films include, Gutiérrez Alea's The Last Supper and M. Kalatozov's I am Cuba.",,Spring.,SHUM 3010,,,,,,,
4060,SHUM,3206,Black Women and Political Leadership,Carole Boyce Davies,11:25AM,12:40PM,Statler Hall 394,,,,SHUM 3206,,,,,,,
